,Sentiment,CleanTweet
387,0,covid 19 is killing grocery workers the washington post via
388,0,hey panic buyers the most likely place youll pick up corona virus these days is the supermarket youd better stay away covid2019
389,0,gerritys supermarket forced to trash 35000 in food after womans coughing prank coronavirus
390,0,confirming goods outgoing out of stock from food store the toilet paper madness is real covid19 coronavirus
391,0,if you re a with problems arising from changes due to the consumer and business services has prepared some answers to common questions available here
392,0,you might be bored during covid 19 self quarantineif you start using 3 ply toilet paper to make origami figures toiletpapercrisis toiletpaperchallenge toiletpapergate toiletpaper covid19 covid19us coronacrisis coronavirus toiletpaperhumour
393,0,wait walmart is starting a one in one out bullshit so were all in supermarket sweep now are we gonna be timed next is there a prize coronavirus
394,0,shame on them 4 government officials in uganda are facing 5 years in prison for awarding contracts to suppliers offering inflated prices to carry out the nations emergency relief food plan in response to covid19
395,0,for homeschooling parents looking for lesson plans take your kids to the grocery store today theyll experience long lines just to get in and then find aisle after aisle of empty shelves voilaa history lesson in eastern europe under soviet domination coronavirus
396,0,this is the latest corona challengeanyone who does this is obviously an idiot amp attention seekerwonder how he will feel when he passes on his virus to others covidiots coronavid19 coronavirus toiletpaper coronachallenge murder stayathomesavelives
397,0,so the elderly are isolated as the vulnerable group how do family shop for them and get their own food if rationing panic buyers didnt think it through im alright jack covid2019
398,0,man if i had money id be investing hard in food delivery ghost kitchens that also had portable covid19 testing kits so you could get burritos delivered and family tested at home on demand
399,0,texas grocery tradeshow vivafreshexpo to cancel its 2020 event the announcement offers a credit for 2021 or a partialfull refund exhibitors amp suppliers across all retail segments have taken to digital b2b marketing amid the coronavirus crisis
400,0,thank you i just saw the news that tx was added as part of the disaster states people here are still going out it is so frustrating i read someone who went to the grocery store got covid19 my husband still goes i told him
401,0,seen in a facebook group businesses need to stop increasing prices on essentials while we are in an emergency situation its frankly despicable and is totally void community spirit nameandshame covid19uk coronavirus liverpool
402,0,ministry of local administration allocates 100 million s p as financial rewards to garbage workers amp firemen for their efforts in the crisis suspend export of some essential goods to reduce prices
403,0,saw a handful of people wearing surgical masks in the grocery store you bitches where the fuck are you getting surgical masks and doctors and nurses are using bandannas assholes coronacrisis
404,0,it feels like a war zone as more of them die grocery workers increasingly fear showing up at work
405,0,covid19 samoa frankies supermarket is stocked up on supplies only shortage is chicken supply
406,0,a shout out to all the staff who were working really hard today restocking shelves at the denton branch it was all hands on deck teamwork panicshopping panicbuying covid19 coviduk coronavirusupdate coronavirusuk coronavirus supermarket
407,0,my grocery store is patronized by panicked calorieconscious rich folks i know this because the name brand items are out of stock and the lowcal popcorn is gone i settled for offbrand peanut butter and movie theater butter popcorn covid19 thankgodihavetoiletpaper
408,0,what is even worse is the fact that the essential workers that are still delivering food and products aren t tested for the so it is literally insane it is a dog chasing its own tail the doctors and hospitals are essential stock up and stay inside
409,0,hearing from an associate that works for and had been increasing prices all night during her shift greedy corporate b s most vulnerable will be affected do something
410,0,my covid19 coping mechanism so far has been to fill up all my online shopping carts and then abandon them because what if my work closes and i dont have an income
411,0,t they can collect your dna and do whatever they want with the info check fda or similar local government authority ltgtbeware of fraudulent coronavirus tests vaccines and treatments coronavirustest
412,0,the white house coronavirus task force issued a warning against going out even to buy medication or groceries as the pandemic is seen to reach a deadly apex
413,0,dairy farmers across the province are dumping milk due to lack of demand from the food service industry in yet another runoff effect of the covid 19 pandemic
414,0,shippers are flying into uncharted territory as the covid19 pandemic upends delivery patterns with consumer demand mitigating a slumping global economy exacerbated by border closures and travel controls supplychain shipping coronavirus logistics
415,0,this is what selfish greedy peoples homes look like covid19 panicbuying here is all the food you need but cant find anymore
416,0,beware coronavirusdc scams some scammers may sell ineffective products to prevent the virus or solicit donations for a fake charity pretending to help coronavirus victims learn 4 tips to protect yourself from these scams
417,0,report global prices 4 major food commodities drop mind covid2019 pandemic sugar vegetableoil drop most
418,0,grocery workers are beginning to die of coronavirus at least 4 people who had worked at walmart trader joes and giant have died from covid19 in recent days grocery workers health workers police amp all who are in public contact is at heavy risk
419,0,what the fuck is wrong with people geezus 65yearold man was tackled after allegedly coughing and spitting on supermarket food
420,0,initial ma unemployment claims by industry march 15thapril 4th 2020 weekly full report
421,0,you know what i hate about this covid19 panic buying ppl leaving their enclaves amp going to ethnic shops amp buying out a certain type of food u know by the type of food sold out the group that did it
422,0,supermarket in denmark uses price trick to stop sanitiser hoarding as a response to covid19 hoarding hellerup foodmarket implemented a price trick to stop consumers from buying too many hand sanitisers
423,0,mightve gotten exposed to something because of someone at my gfs pet store and if thats the case then its a perfect example of why all retail stores need to be shut the fuck down until the majority of the covid19 scare dies down
424,0,small businesses especially those that rely on consumer spending are the most vulnerable a massive amount of research about where to spend and how starts in three places on googles search engine and on the largest social media
425,0,news you can use advice if youve had travel or a gig cancelled because the virus
426,0,an iranian professor is being held indefinitely by ice despite being acquitted by us courts now he is afraid for his life as detainees are denied masks amp sanitizer to prevent coronavirus outbreak important story from
427,0,5 completely sane reasons why you shouldnt stop seo efforts during covid19 via products consumer searchenginemarketing businesses world seo via
428,0,managing covid19 disruption ferpa insurance
429,0,pulp friction border jams delay supply of toilet paper s only ingredient by writes
430,0,the us food and drug administration has approved the first rapid coronavirus diagnostic test with a detection time of about 45 minutes as the unitedstates struggles to meet the demand for coronavirus testing
431,0,victory gardens are back this summer now that the economy dumped and supermarketsonline retailers cant keep up with demand fruitveg plantsseeds sales are through the roof as everyone plans to grow their own food coronavirus covid2019
432,0,what the hell is wrong with coop all this wasted food that will be thrown in the bin if not sold this evening this could benefit so many people on low incomes in hostels shelters and prison hospitals could benefit and key workers covid19 supermarket
433,0,covid19 alert the federal trade commission is issuing periodic tips and information regarding coronavirus scams keep up with their recommendations at scamalert
434,0,healthy eating during covid19 its fair to say these are uncertain and anxious times and we are either having to selfisolate and rely on food deliveries or are running around the shops facing limited stock basically we arent always able to b
435,0,have you been to the grocery store lately can you believe all this panic buying thats going on coronavirus covid19 panicbuying
436,0,coronavirusfueled panic buying cleared the shelves of eggs whats next for egg markets
437,0,sickening this is the fault of governments if governments stated clearly you will be able to buy food if we have to lockdown then people would stop panic buying instead theyre afraid and then behave like selfserving animals covid19 panicbuying
438,0,just saw someone at the grocery store lick their finger to open a produce bag dont worry she put her mask back on after covid19 coronavirus coronavirusoutbreak covid2019
439,0,dangerous dems causing chaos over covid19 i shake hands hug share bites of food watch only fox and friends there is no problem in us fake media is making me look bad they crashed the stock market all because of my beautifully perfect response no test kits no
440,0,popping in from the abyss to say that working in a grocery store especially as an online order person is hell right now people are panicking rude and someone coughed on the last toilet paper we had because he thought they were too expensive im so so tired 14 covid19
441,0,not left the house since monday not saw a single human since monday being high risk is terrifying i live only an hour away from london and its getting pretty bad in my area now too scared to even go to the supermarket thats 2 minutes away covid19 fucking scared
442,0,the nanny state is taking over no tattoos no massages and now you can t even buy more than a dozen rolls of at a time
443,0,more likely to die from starvation during a 2 week lockdown bc we have no food thanks to the panic buyers coronavirus
444,0,even the largest retailers on the planet are struggling to keep up with the unprecedented consumer demandbut what exactly are people buying via the pandemic economy what are shoppers buying online during covid19 ecommerce parcelshipping
445,0,gas prices continue to drop with demand amid uncertainty over oil supply as the covid19
446,0,world leaders do you still not realize the kashmir struggle westerners are in a state of panic and stocking piles of water and food supplies imagine being lockdown for more than 7 months wake up coronavirusoutbreak kashmirlockdown kashmiris covid2019 coronapocolypse
447,0,covid19 no need for panic buying food available at all times pm assures
448,0,overheard at the supermarket its the television that does all the damage and theyre not letting outsiders in coronavirusaus covid2019 coronavirusaustralia coronaviruspanic
449,0,wti dropped 6 to settle at 2695 its lowest level since feb 2016 amp is currently on pace for its worst month on record oott oil coronavirus goldman cut its wti forecasts for a third time today as prices continue to fall gt
450,0,reasons for the stock market to raise optimism around covid19 to drop still in an economic shutdown change in consumer behavior cost of qe housing market the fact that it will take years for the unemployment rate to reach where it was 2nd wave death of small businesses
451,0,a critical care nurse has made a tearful appeal to members of the public to stop stripping supermarket shelves of food after she came off a shift and was unable to buy supplies for her family coronacrisis covid19 covid19uk
452,0,jokes about him having covid19 in buses and supermarket and na that thing kill am las las
453,0,so now im told that adults are buying baby formula amp wipes to stock for themselves wtf you are taking food amp items from babies panicbuying coronavirus
454,0,probably a silly question but with international flights banned from 30th mar how does international mail come into australia letterspackages from family overseas packages ordered from overseas online shopping how do they get in
455,0,dankie so can they reduce whiskey prices so we can fight this covid19
456,0,do you think would be doing anything different if he had to stand in line with mask to get inside just to buy food imho this covid19 panic theater is an egregious governmental overreach please jump into the spotlight and provide some sanity
457,0,a group of teens filmed themselves coughing on produce at a virginia grocery store and then posted the stunt to social media a disturbing trend amid the coronavirus pandemic the cops urge parents to talk with your children and explain to them why such behavior is wrong
458,0,psa from a grocery store worker stop buying baby wipes to replace toilet paper actual babies need them more jerks
459,0,banks pressure health care firms to raise prices on critical drugs medical supplies for coronavirus by
460,0,call for donations para sa ating mga kababayang nangangailangan as we all face this crisis quarantined families in the depressed areas don t have enough stock of food for the following days or weeks as one community let s unite and help fight covid 19
461,0,some one in fiji is making a real killing out of covid19 250 increase in price of dalo 150 increase in eggplants
462,0,volunteers pack boxes of food to be distributed to people in need at the capital area food bank on april 9 2020 in washington dc since the covid 19 pandemic food banks around the country have seen an uptick in demand as unemployment has surged photos by kevin dietsch
463,0,im appalled at the amount of food thats being wasted at the farm gate due to covid19 changes in demand as consumers what can be do to help will this pandemic bring a sea change to the agricultural landscape
464,0,just because youre shopping in a supermarket it doesnt make you immune to covid19 overheard a lot of selfish people in asda today we all need to our shopping lets just stay away from each other yes you have to wait to look at what you want but just dont be a dick
465,0,due to the coronavirus all paid and instore services at are suspended retail workers are encouraging customers to not try on apple watches and airpods is modifying its store features including limited seating
466,0,just an idea to help your elderly neighbors offer to help them place a grocery or food delivery order online so they dont need to go to the store we take that knowledge for granted but for some it might be intimidating covid19 panicshopping coronavirus
467,0,and is not accepting that there are more than 8 cases in when 1500 people had attended and have become in the state the blame is being put on lawful citizens who are facing food shortage
468,0,only i could go to the supermarket after being indoors for 13 days due to coronavirus and come out with a black eyetin fell on my eye all the manager could do was give me a wipe to stop the bleeding and a plastersurely thats not right when a customer has an accident in store
469,0,how ecommerce changes with new consumer and privacy regulations with the covid19 emergency the ecommerce channel is crucial for any business and in this video i review the main legal challenges coronavirus
470,0,good to see you hiking prices up and reducing offers during the crisis how can you sleep at night profiteering during a global crisis shame on you should be fining you
471,0,the scare has caused the grocery store shelves to empty and unfortunately our blood shelves too we have now have a vital need for o and o red cells please make an appointment to to help patients in our community at
472,0,after conducting a traffic stop on a stolen vehicle the beverly hills police department found 192 rolls of toilet paper inside the car
473,0,demand for food will continue to outstrip supply for many reasons sometimes there are no solutionsat least none that will be implemented on a global scale in time while the world focuses on covid19 coronavirus food production is cratering
474,0,retail prices of masks 3ply surgical mask shall not be more than the prices prevailing on the day a month prior to 13 03 2020 or not more than rs 10 piece whichever is lower and that of mask 2ply shall not be more than rs 8 piece 19
475,0,no no hand sanitizer no adequate air ventilation in philadelphia elevator just prayers elevator in china uses holographic buttons amid
476,0,do you hear that all the panic buying fuck wits in the uk italy is the worst hit country in the world and theyre still able to not fuck each other over by being selfish pricks in the supermarkets stoppanicbuying coronavirus
477,0,if the covid 19 crisis has you shopping online shop at and enter navy supply corps foundation as your charity it will cost you nothing but amazon will give a percentage of your sale to nscf see details on our website
478,0,am i the only one who feels like crying every time you leave the grocery store because it s so fucking stressful 19
479,0,how to minimise risk of catching covid19 at the supermarket
480,0,father law 75 completed first order and didnt realise he selected the most costly time slot on a saturday only ordered 30 of food due to budget with a 7 delivery charge then only 4 of food delivered due to stock and was still charged the 7 coronavirus
481,0,if it werent for the media wed just think this was a bad flu season this is all their fault 65 year old woman in front of me in line at the supermarket thegreatawakening q qanon maga coronaflu covid19 covid19 disneyland marchmadness
482,0,so things will not change with high prices alone people arguing that price gouging will not solve the problem are right because the amp state makes it illegal to make the stuff in the first place a post
483,0,worried about those empty grocery store aisles we talked with the ceo of the biggest supermarket chain in america and he explains why you shouldn t panic
484,0,people are fucking stupid in this country just go to the shop when you need something it is that simple you really are dumb fucks its embarrassing coronavirus stophoarding
485,0,we ve got several new stories out today at about covid 19 and the food chain farmers markets fear shutdowns a local food co op responds to high demand officials assure that the country has plenty of food read it all here no paywall
486,0,looking at supermarket shelves were in for a lot worse than the carona virus as it seems the whole female population of boros menstrual cycles have synced stockpiling coronavirus
487,0,psa counterfeit currency surfaces amidst coronavirus pandemic this fake 5 bill was mixed in with the change i got back when i went to the grocery store today stayhealthy staysafe staywoke money quarantineandchill panicbuying covid19
488,0,if every retail fast food amp convenience store chain thats emailed me to describe how theyre providing or extending their sick leave policies would make those changes permanent ill call that the covid19 silver lining paidsickdays coronavirus
489,0,you never know this covid19 thing is serious until you queue outside supermarketin naivas and guys getting in lots of 10 only
490,0,the supplychain is strained when relying on goods from quarantined areasheres how to stay resilient consumergoods ai covid19 becognizant
491,0,so far food shortages have been a demand problem hoarding but what happens when the supply chain buckles covid 19 outbreak halts production at east iowa pork processing plant
492,0,an experiment launching monthly memberships during the covid 19 consumer crisis
493,0,rent prices for one bedroom apartments are outrageous in gta most tenants are paying 1500 plus government should not allow this rentstrike2020 rentfreezenow rents coronavirus tenants
494,0,how store workers are dealing with the anxious crowds and high demand during the
495,0,for the vr ar community what is your take on the future of the shared use of those very expensive enterprise xr headsets after this coronavirus crisis will this mean that there has to be a shift to cheap and more simple personal consumer devices instead
496,0,alberta is on track to hit a staggering 25 unemployment rate as businesses continue to shed jobs amid the global pandemic coupled with historically low prices premier said
497,0,prices jumped more than 3 monday after top producers agreed to cut output to shore up energy battered by the pandemic and a saudi russia price war
498,0,online originals covid19 entices shopping frenzy nc northcarolina covid19 coronavirus shoppers shopping coronavirusnc
499,0,washington state nonprofit washlite represented by liz hallock files lawsuit on april 2 against fox news amp others for violations of the consumer protection act including for calling coronaviruscovid19 a hoax
500,0,former osha officials voice alarm as trump tells corporations they dont have to record coronavirus cases among their workers if you work in a grocery store or factory then sorry the coronavirus cases there probably arent being reported coronavirus
501,0,wtf how has established that maori are in any way different when i comes to covid19 this is utter racist bullshit
502,0,strange times sad times we can be our own worst enemy or our own saviour
503,0,if i get murdered over toilet paper im going to come haunt your ass someone please avenge mecovid19 coronavirus contagion losangeleslockdown losangeles california toiletpaper toiletpaperemergency
504,0,yes n stay indoors for 2 weeks without food n clean h2oagain hunger kills depression killsthe cure to covid 19 is your antibodies 2 weeks you are ok its a virus flube wisealot of panic n mis information out there
505,0,not a great time to choke on my own spit in the grocery store smooth covid19 socialdistanacing essentialsonly
506,0,more protection and compassion for grocery store staff mondaymotivation coronavirus covid2019 covid19 it feels like a war zone as more of them die grocery workers increasingly fear showing up at work
507,0,i have added a new yellow circle to highlight grocery stores and pharmacies that have been infected very scary considering the produce and all kinds of packages etc i warn everyone to wash everything they buy and never eat raw veg fruit you purchase at a store
508,0,deliveries i work in a supermarket even after all that warning it was still really busy parents were shopping with their kids people were queuing before the opening lots were walking with shopping lists and full big tr
509,0,big basket daily has invented its own way to fight covid19 not delivering the daily essential items and deducting the money for non delivered item big basket is making the difference
510,0,can we start a list of restaurants that provide paid sick leave to their staff this greatly assists staff to cope when they are ill and reduces the chance of sick staff coming to work and infecting restaurant customers olive garden longhorn steakhouse etc saferestaurants
511,0,real heros in this coronavirus crisis are the grocery store clerks and shelf stockers tell them so when you see them today we are shelterinplace so we cant
512,0,some perspective all student loan debt is about 15t it would cost far less to cancel all of it all outstanding consumer debt is only about 42t it would cost far less to cancel all of it
513,0,we have not seen the bottom yet why not people are still looking for it real bottoms are where people hate stocks anyway even if economy comes to life we are a consumer driven economy are consumers going to cons
514,0,they said a mask and gloves were enough to go to the grocery store they lied everyone else had clothes on coronavirus covid19 covid19
515,0,nigerian telecom companys should slash prices this period covid19 coronavirus
516,0,hello are you a complete fucking moron then these words are for you
517,0,supermarket purchaselimits mean people have to shop more often to get basics like milk each time with possible exposure to the coronavirus supermarkets your wellmeaning restrictions will end up killing people stayhome
518,0,does your company have a plan for communicating with customers right now about covid19 join intermark for our consumer behavior and marketing during difficult times sign up here intermarkgroup psychologymarketing covid19
519,0,the next time some usually rightwing corporatist idiot ridicules socialist venezuela just remind them to go take a walk to a supermarket or pharmacy right now here in the grand ole us of a tcot maga covid19 coronavirus buildthewall uniteblue p2
520,0,my local supermarket has no milk no bread no sugar no toilet paper yet i don t believe there is a single case of the virus in my town stockpiling is getting ridiculous stores must start rationing and people must get some common sense
521,0,please do not bother to grocery shop during covid19 crisis if there is an online grocery shopping there is a very long queue inside the supermarket and outside the supermarket is a very long line of around 1000 people who would wait 2 ho
522,0,coronavirus latestdrivers in nj around country still seeing gas prices drop amid covid mar 21 1028 am et
523,0,given how quickly escalates waiting till is suicidal the us economy with 2 3 consumer spending of its gdp may crash
524,0,potato prices jump at least 20 per cent in west bengal amid panic buying
525,0,ca s gov orders 40 mil residents to stay at home in the us most drastic statewide measure to fight journalists are able to work to get you information along w your grocery store bank gas station hospital follow for the latest important
526,0,so this is what lockdown in france looks like movement is restricted to necessary journeys food is almost as available as always temporary shortages due to panic buying many shops including computers hotels and diy can open covid19 covid2019 covid19uk
527,0,what the hell is trump saying right nowa coronavirus press conference and hes talking about gasoline prices people are fucking dying coronavirus
528,0,chandrababu naidu expressed concern over almost 300 hike in the vegetable prices in the open market and demanded government intervention indiatoday
529,0,with all these monumental disruptions to daily life people are increasingly turning to online shopping accompanying this uptick in online activity is an increase in cyber fraud find out more gt fintech coronavirus onlineshopping payments fraud
530,0,1 all this looks like a postapocalyptic brated movie where it starts with pieces of news panic fight over food and resources and then screen coes blank it writes 1 year later a deserted city with empty cars crashed and piled up trash covid19 coronaviruspandemic
531,0,why do people gotta be assholes and hoard pet supplies canceled my monthly autoship order because ignorant people bought out all of my cats food and are out of stock for at least 3 weeks people can really suck sometimes petfoodshortage coronavirus
532,0,this orange county company has gone from making hair look cool to fighting coronavirus coronavirus
533,0,sorry to say but we as muslims are the worst human being exceptions apart we want to get rid of which harms 20 30 of people but who will kill the within us people are selling medical instruments on double prices just to get wealthy
534,0,check out what i found 3 x carex 333ml unicorn magic antibacterial hand wash gel anti bacterial flu via antibacterial handgel gel coronavirus protection shop online shopping
535,0,this also applies not only to prices but also to timelines organisations with ordinarily slow setup or onboarding processes will drop all their other work and work the weekends to get stuff done for you if youre working on covid19 just ask
536,0,it s a tragic time world wide because of covid 19 while buying food don t forget companies are hiding absurd amounts of sugar in their products putting us at greater risk of health complications it s time to call them out and demand better
537,0,no canned goods at my local grocery store coronavirusoutbreak coronavirus coronavirusupdates panicbuying covid2019 covid19 covid19 repost quarantinelife quarantineandchill socialdistance staythefhome corona wtf
538,0,i cant imagine any of this is due to your consumer unfriendly coronavirus waiver policy refunds are needed
539,0,sad that it has to come to this putting up prices is no different to panic buying it all stops the most vulnerable getting hold of the basics there s so much community spirit in the mutual aid groups that have sprung up let s spread it around a bit more
540,0,why naturally so important to talk to those 2 if lower production it will affect the prices amp keep your money in your pocket president grumpthe sad par it shows real americans that care you careless about those that died
541,0,coughing in the grocery store is the new don t say bomb on a plane
542,0,texas producers will have to make cuts no matter what happens texas oil producers start shutting wells as coronavirus dispute hurt prices opec russia saudiarabia
543,0,panic buying is putting additional pressure on the food delivery network however it is difficult to predict what items consumers will stock up on if the spread of the virus continues coronavirus seo sem smo smm websitedesign websitedevelopment mobileappdevelopment
544,0,this is a crisis and not an opportunity to make huge profit merchants need to stop hiking prices we must unite to fight this deadly virus
545,0,covid19 panic causing people to value their toilet paper over food supplies instead of limited food and sanitizers its instead limited toilet tissues
546,0,uk lifeboat fund says it has unlimited capacity to pay pensions of failed airlines
547,0,gov lee says hoarding and panic buying brings instability to food supply watch now
548,0,homebound canadians are on the hunt for stuff to keep them from getting bored and out of shape we all know that toilet paper has improbably emerged as the most soughtafter consumer item amid the covid19 shutdown but as canadians hunker down theyre a
549,0,i get the flattening of the curve but i dont understand the getting rid of the virus if every human being doesnt get tested some people show no symptoms im showing no symptoms people at the grocery store might be showing no symptoms some are positive for coronavirus
550,0,coronavirus house prices could be affected experts warn property market ukhousing houseprices buyingagent homebuyers homesellers investors property coronavirus covid19 construction eas mortgages
551,0,chris tiernay president and chief operating officer at coatings manufacturer talks to us about industry leadership during the covid 19 crisis and why oil prices are a big factor to watch during any potential recovery
552,0,im not allowed to buy any more water theres a crisis going on this shopper filmed the moment he was asked to leave a supermarket after he was told he could not purchase any more bottles of water are you for or against supermarkets putting limits on what you can buy
553,0,both millennials and boomers have been slow to social distance as the threat of the covid19 virus grows heres how to talk them into staying home
554,0,dodging corona at the supermarket covid19 corona new york
555,0,not much evidence of panic buying or stockpiling here in brussels just yet this was my local supermarket this morning coronavirus
556,0,spring 2020 supermarket day 1 16 of the state of emergency selfie selfportrait stateofemergency covid19 photooftheday photography lisbon portugal igersportugal igers instagoodmyphotography instagood
557,0,prices of basic food commodities should be controlled if businesses take advantage of the current situation to exploit consumers fear of the virus continues to spread disrupt markets amp food systems across the world has led to panicbuying covid2019
558,0,hey psa everyone there s no need to panic buy groceries food supply chains aren t expected to be affected by the pandemic italy china amp other hard hit areas still have access to food and you may contract covid 19 while in line at a crowded grocery store
559,0,lets all do the right thing for all the many thousands of small businesses shops and department stores out there in all our towns and cities so many people are gonna be in trouble stop shopping online when this is all over savetheshops coronavirus helpyourcommunity
560,0,are people for real selling toilet rolls at these prices when people are fuckin desperate such lowlifes im utterly disgusted its pure greed and inconsideration ebay needs to stop this kind of thing coronavirus toiletrolls andrex ebay
561,0,never have i ever been falsely accused by supermarket staff of being in and out of the shop twice in the 40min since its been open to buy more than 1 pack of loo rolloh wait i have what next covid19uk panicshopping coronacrisis coronavirus
562,0,gas prices continue to fall across florida due to coronavirus cutting demand in half gasprices coronavirus
563,0,datcp has been authorized to enforce wisconsins price gouging statute until the emergency has ended report scams fraud false marketing claims price gouging other consumer complaints related to covid19 datcphotline or 800 4227128
564,0,5 lets pledge not to hoard essential supplies and tame down our palate habits for food stock to last longer 6 on immediate basis should announce provisions of covid19 fin task force this should keep stress amp panic at bay 7 blanket 30day ban on tobacco items
565,0,can the vinyl amp cd business survive coronavirus facing the covid19 pandemic music shops are shuttering and struggling to survive and is focusing on household goods whats in store for physical retail
566,0,i wish we had a way to pay grocery store clerks and other critical retail workers a premium more than minimum wage during this crisis they are on the front lines and helping us to stay healthy socialdistancing covid19 covidontario
567,0,are u doing ur own grocery shopping now like a regular person or are u still outsourcing it to the working poor at to risk getting coronavirus at the store so u dont have to
568,0,from consumer sector drives us job losses in march stemming from the coronavirus covid19 pandemic but worse days ahead
569,0,a day in new reality at cavalier some staff working at home amp physicaldistancing on our shop floor working on a new project building parts for hand sanitizer dispensers stepup yqg doing what we can to assist coronavirus crisis
570,0,youre either a gers denier or somehow cant fathom how much trouble wed be in currently with covid19 and current oil prices given gers figures anyone suggesting wed be doing ok currently is clearly unworthy of having further
571,0,the scientists found that sarscov2 the virus that causes covid19 was detectable in the air for up to three hours hear that cdc what protects you for 3 hours after infected shoppers walk through the supermarket a mask cdclied masks4all
572,0,supermarket workers have been under attack since the crisis began but what happened to this 16 year old coles employee is extreme
573,0,anyone with information about pricegouging call 800 4322310 to request a paper complaint form be sent by mail or file a complaint with the attorney generals consumer protection division online at coronavirus panicbuying covid19 kansas
574,0,livemorewitholx will use it to stave covid19 boredom and online shopping spree
575,0,tabs analytics founder dr kurt jetta weighs in on covid19 and its effects on supply chain issues with increasing demand of cpg goods at retail by
576,0,do you have gas as of right now the cheapest gas in the nation is in oklahoma city at 121 per gallon gas prices are expected to continue to drop as oil demand globally has significantly dropped coronavirus
577,0,are you wondering how your brand can provide aid during this time of crisis take a look at this think with article that discusses the evolving trends in consumer behavior due to covid19 and how brands can help branding wednesdaymotivation
578,0,i think its crazy how stores havent lowered their prices knowing that families are struggling to make ends meet america is the land of greed coronavirus
579,0,very very frightening calls for government bailout grow louder as oilpatch faces bleak outlook
580,0,a paramedic who attended my father yesterday was discussing covid19 his concern based on home calls he is making is the quantity of food he is seeing placed in bins as it passes its use by or best before date panic buying hurts everyone as w
581,0,covid19 crisis changing consumer behaviour consumerbehaviour covid19
582,0,industry says it would be wrong to enforce californias state privacy law ccpa due to the covid19 pandemic we dont agree
583,0,i understand your pointbut still you cant blame him with the current price of maize sbm wheatoffal and medications and also sorting at every check point before the eggs get to the final consumer make this covid19 just end
584,0,what crap and how selfish can you get im watching terrified oldies crying and too scared to go to the supermarket down here put them up in 5 star hotels and send anyone who complains to christmas island then they
585,0,apparently it takes a pandemic to lower insulin prices lilly lowers most insulin costs to 35 a month in response to covid 19 via
586,0,recognizing the role healthcare and grocery store workers are playing during this crisis does not mean these workers should be exempt from much needed work health policies and working conditions workers need and
587,0,if you lick your fingers before tearing off a fruit and veg bag at the supermarket youre just a cunt covid19 coronavirus woolworths
588,0,mps in plea to government over uks covid19 panic buying amp stockpiling from supermarkets amp local retailers
589,0,warning toilet paper is low covid19 toiletpaper coronavirus quarantinelife
590,0,this is a weird strategy for coles closing online shopping to force people into stores a sensible retailer would restrict store access amp expand online shop where they can control panic buying amp reduce infection rates
591,0,yep i see were talking about slightly different things absolute risks vs covid19 specific health risks for the former driving further is the riskier activity agreed for the later going to a supermark
592,0,any grocery store brands want to pay me to walk through aisles and tell you what products are so shitty they cant even be sold when there is literally nothing else left in the aisle im available coronavirus grocerystore
593,0,covid 19 is dismissed as something that affects a small number of people but the deaths and impact are far reaching among washington s victims reported this week a uw biology professor a neighborhood grocery store owner a boeing factory worker
594,0,eeep are you working at a supermarket im sorry to hear that hospitals in us are suffering especially with the number of victims for now hospitals in malaysia still can manage the covid19 patients and government are giving a lot
595,0,have no home delivery slots for 3 weeks frm now no sight of avail future dates ocado site has crashed permanently supermarket shelves are emptypeople cant go out do you think this is a problem coronavirus
596,0,how covid19 outbreaks correlate to a surge in vpn usage one of the interesting but probably not surprising changes in consumer media behavior related to the spread of the covid19 outbreak
597,0,ministry of consumer affairs food amp public distribution retail prices of masks shall not be more than the prices prevailing on the day 1 month prior to 13 03 or not more than rs 10 per piece whichever is lower and that of mask shall not be more than rs 8 per piece
598,0,why idontgive a shit about and its clients banks are pressuring companies to raise prices on covid19 equipment supplies and treatment votebernie amp draftbernie if need be because only a fool would depend on anyone else to get m4a
599,0,westminster parliament gmb nhs coronavirus covid19 hysteriavirus empty supermarket shelves is the fault of the supermarkets for not limiting purchases much earlier on cant get the basics
600,0,i sneezed when i was at the supermarket and i swear people stopped and looked at me like they were planning on murdering me i felt like they thought i was an infected zombie and wanted to shoot me in the head it was just an unexpected sneeze im a healthy person covid2019
601,0,pennsylvania grocery store takes customers temperatures as more companies step up to fight covid19
602,0,if i catch anyone buying like a hoarder in the supermarket i will publicly shame you coronavirusupdate covid19 hoarders
603,0,i hard a group of youths outside a supermarket in the finglas area last week spitting on the trolley handles and on each other joking about spreading covid19 brainless fools
604,0,the trade group called for federal action to avoid a potential collapse of the ethanol industry as the coronavirus pandemic drives down fuel prices
605,0,im a uber driver ever since the covid19 the isolation for two weeks no movement me and my family have been stocked no food stock again pls nothing is to small may god remembered you too in time of need biso
606,0,oil prices plummeted in recent weeks as the oil price war between russia and saudi arabia which began on march 8 was amplified by an unprecedented drop in oil demand caused by the covid 19 pandemic
607,0,my 5 yr old daughter sir she knows what is coronavirus she knows to wash her hands by counting 120 she knows not to touch her face tho difficult she tries
608,0,psa despite the pandemic declaration amp increasing covid19 cases in theres no reason at all to panic and stock up on food amp tissues just keep calm amp follow the guidelines laid out by always practice good hygiene amp avoid largepublic gatherings if unwell
609,0,property industry virus no threat to house prices macrobusiness coronavirus
610,0,did you ever witness violent behavior towards supermarket workers in the covid19 pandemic covid19australia coronavirusaus australian australia australialockdown
